Word scores
    880. grade (score=0.1250)
    881. spelt (score=0.1250)
    882. realm (score=0.1249)
    883. pansy (score=0.1249)
    884. peaky (score=0.1248)
    885. voice (score=0.1248)
    886. thane (score=0.1248)
    887. hyped (score=0.1248)
    888. flare (score=0.1247)
    889. craze (score=0.1246)
    890. gauze (score=0.1246)
    891. spacy (score=0.1245)
    892. stagy (score=0.1245)
    893. neato (score=0.1244)
    894. deity (score=0.1243)
    895. stain (score=0.1243)
    896. fairy (score=0.1242)
    897. sedum (score=0.1241)
    898. hasty (score=0.1240)
    899. shark (score=0.1240)
    900. relay (score=0.1240)
    901. sharp (score=0.1240)
    902. often (score=0.1240)
    903. inked (score=0.1240)
    904. gaily (score=0.1238)
    905. panty (score=0.1238)
    906. deist (score=0.1238)
    907. spume (score=0.1238)
    908. swath (score=0.1237)
    909. snark (score=0.1237)
    910. curse (score=0.1237)
    911. smelt (score=0.1236)
    912. grace (score=0.1236)
    913. crone (score=0.1235)
    914. leafy (score=0.1234)
    915. beamy (score=0.1234)
    916. spent (score=0.1234)
    917. lardy (score=0.1234)
    918. beano (score=0.1233)
    919. askew (score=0.1232)
    920. stela (score=0.1231)
    921. heady (score=0.1231)
    922. beaky (score=0.1231)
    923. grape (score=0.1231)
    924. stark (score=0.1229)
    925. hoard (score=0.1229)
    926. sloth (score=0.1229)
    927. sirup (score=0.1229)
    928. unwed (score=0.1229)
    929. unfed (score=0.1227)
    930. nasty (score=0.1227)
    931. story (score=0.1226)
    932. scent (score=0.1226)
    933. sugar (score=0.1224)
    934. beaut (score=0.1223)
    935. malty (score=0.1223)
    936. short (score=0.1222)
    937. patsy (score=0.1221)
    938. slack (score=0.1221)
    939. loath (score=0.1221)
    940. shaft (score=0.1221)
    941. rouge (score=0.1221)
    942. carpy (score=0.1219)
    943. snarf (score=0.1219)
    944. snort (score=0.1219)
    945. stalk (score=0.1219)
    946. purse (score=0.1219)
    947. spend (score=0.1218)
    948. novae (score=0.1218)
    949. prone (score=0.1217)
    950. cairn (score=0.1217)
    951. earth (score=0.1216)
    952. frame (score=0.1216)
    953. coupe (score=0.1216)
    954. brave (score=0.1216)
    955. drone (score=0.1216)
    956. shirt (score=0.1215)
    957. alone (score=0.1215)
    958. umped (score=0.1215)
    959. neath (score=0.1214)
    960. shank (score=0.1214)
    961. carol (score=0.1212)
    962. sneak (score=0.1212)
    963. braze (score=0.1212)
    964. gyved (score=0.1211)
    965. close (score=0.1208)
    966. sebum (score=0.1207)
    967. spark (score=0.1206)
    968. imbed (score=0.1205)
    969. shoal (score=0.1205)
    970. shiny (score=0.1205)
    971. steak (score=0.1204)
    972. stank (score=0.1203)
    973. dogie (score=0.1202)
    974. wrote (score=0.1202)
    975. goest (score=0.1202)
    976. swain (score=0.1201)
    977. coati (score=0.1201)
    978. faint (score=0.1201)
