Word scores
    553. wrest (score=0.1637)
    554. pores (score=0.1636)
    555. chafe (score=0.1636)
    556. gores (score=0.1636)
    557. noter (score=0.1636)
    558. voter (score=0.1635)
    559. stove (score=0.1635)
    560. soled (score=0.1635)
    561. maize (score=0.1634)
    562. meant (score=0.1634)
    563. gouge (score=0.1634)
    564. tares (score=0.1633)
    565. creak (score=0.1633)
    566. hirer (score=0.1632)
    567. alike (score=0.1632)
    568. aquae (score=0.1632)
    569. chose (score=0.1632)
    570. track (score=0.1631)
    571. rears (score=0.1628)
    572. crank (score=0.1627)
    573. brass (score=0.1626)
    574. sheer (score=0.1626)
    575. caper (score=0.1626)
    576. cager (score=0.1626)
    577. sweet (score=0.1626)
    578. anise (score=0.1626)
    579. wrist (score=0.1626)
    580. fared (score=0.1626)
    581. diode (score=0.1625)
    582. dared (score=0.1625)
    583. yeast (score=0.1624)
    584. fosse (score=0.1624)
    585. taupe (score=0.1623)
    586. grand (score=0.1623)
    587. tacet (score=0.1623)
    588. grain (score=0.1622)
    589. rawer (score=0.1621)
    590. anode (score=0.1621)
    591. bares (score=0.1620)
    592. raver (score=0.1620)
    593. calve (score=0.1620)
    594. beard (score=0.1620)
    595. goner (score=0.1620)
    596. toyer (score=0.1620)
    597. betel (score=0.1620)
    598. alive (score=0.1619)
    599. litre (score=0.1619)
    600. fores (score=0.1619)
    601. bruit (score=0.1619)
    602. tower (score=0.1618)
    603. brack (score=0.1618)
    604. dogie (score=0.1618)
    605. trust (score=0.1617)
    606. abode (score=0.1616)
    607. shine (score=0.1616)
    608. razer (score=0.1616)
    609. wooed (score=0.1616)
    610. solar (score=0.1615)
    611. shier (score=0.1615)
    612. raker (score=0.1615)
    613. poser (score=0.1615)
    614. heres (score=0.1615)
    615. mater (score=0.1614)
    616. hater (score=0.1614)
    617. sired (score=0.1613)
    618. cream (score=0.1613)
    619. aired (score=0.1613)
    620. skeet (score=0.1613)
    621. trans (score=0.1613)
    622. joule (score=0.1612)
    623. toker (score=0.1612)
    624. broil (score=0.1612)
    625. waive (score=0.1611)
    626. lores (score=0.1611)
    627. sneer (score=0.1610)
    628. trawl (score=0.1610)
    629. dread (score=0.1610)
    630. smite (score=0.1610)
    631. grapy (score=0.1610)
    632. clove (score=0.1609)
    633. sprue (score=0.1609)
    634. ovate (score=0.1607)
    635. delve (score=0.1607)
    636. leper (score=0.1606)
    637. bower (score=0.1606)
    638. fleet (score=0.1605)
    639. elope (score=0.1605)
    640. wirer (score=0.1605)
    641. cable (score=0.1604)
    642. drain (score=0.1604)
    643. bathe (score=0.1604)
    644. pekoe (score=0.1604)
    645. naive (score=0.1604)
    646. monte (score=0.1602)
    647. purse (score=0.1602)
    648. paren (score=0.1602)
    649. spine (score=0.1602)
    650. boxer (score=0.1602)
    651. whore (score=0.1602)
    652. eager (score=0.1601)
    653. spier (score=0.1601)
    654. brans (score=0.1600)
    655. laude (score=0.1599)
    656. baser (score=0.1599)
    657. xored (score=0.1599)
    658. unsee (score=0.1598)
    659. prats (score=0.1598)
    660. valet (score=0.1598)
    661. paste (score=0.1598)
    662. brawl (score=0.1598)
    663. those (score=0.1597)
    664. haler (score=0.1597)
    665. doser (score=0.1597)
    666. vitae (score=0.1596)
    667. sated (score=0.1595)
    668. alter (score=0.1595)
    669. loner (score=0.1595)
    670. mesne (score=0.1594)
    671. ukase (score=0.1593)
    672. roars (score=0.1592)
    673. taper (score=0.1591)
    674. elide (score=0.1590)
    675. loser (score=0.1590)
    676. rearm (score=0.1589)
    677. gravy (score=0.1588)
    678. oared (score=0.1588)
    679. defer (score=0.1587)
    680. water (score=0.1587)
    681. mitre (score=0.1587)
    682. prosy (score=0.1587)
    683. azure (score=0.1587)
    684. scene (score=0.1586)
    685. grass (score=0.1585)
    686. eyrie (score=0.1585)
    687. break (score=0.1585)
    688. eagle (score=0.1585)
    689. passe (score=0.1585)
    690. dance (score=0.1584)
