Word scores
    907. tilde (score=0.1494)
    908. learn (score=0.1493)
    909. ukase (score=0.1493)
    910. grope (score=0.1493)
    911. fibre (score=0.1492)
    912. beast (score=0.1491)
    913. throe (score=0.1491)
    914. daily (score=0.1490)
    915. sandy (score=0.1490)
    916. zowie (score=0.1486)
    917. argue (score=0.1486)
    918. anole (score=0.1485)
    919. stove (score=0.1485)
    920. prude (score=0.1483)
    921. agone (score=0.1483)
    922. nurse (score=0.1482)
    923. mince (score=0.1479)
    924. spoke (score=0.1479)
    925. waist (score=0.1479)
    926. tapir (score=0.1477)
    927. scope (score=0.1476)
    928. diary (score=0.1474)
    929. toque (score=0.1474)
    930. phone (score=0.1473)
    931. boast (score=0.1470)
    932. curve (score=0.1469)
    933. opine (score=0.1467)
    934. sadly (score=0.1467)
    935. grove (score=0.1464)
    936. chide (score=0.1462)
    937. lodge (score=0.1462)
    938. meaty (score=0.1461)
    939. pearl (score=0.1461)
    940. smoke (score=0.1460)
    941. sound (score=0.1459)
    942. feast (score=0.1459)
    943. smart (score=0.1458)
    944. brant (score=0.1457)
    945. azure (score=0.1454)
    946. braid (score=0.1453)
    947. purge (score=0.1452)
    948. white (score=0.1451)
    949. unite (score=0.1451)
    950. chime (score=0.1451)
    951. staid (score=0.1449)
    952. guide (score=0.1448)
    953. swart (score=0.1448)
    954. solid (score=0.1448)
    955. froze (score=0.1448)
    956. daunt (score=0.1448)
    957. amide (score=0.1447)
    958. whore (score=0.1446)
    959. chose (score=0.1445)
    960. brand (score=0.1444)
    961. glide (score=0.1443)
    962. those (score=0.1443)
    963. gaily (score=0.1442)
    964. wince (score=0.1442)
    965. noble (score=0.1441)
    966. aside (score=0.1441)
    967. stand (score=0.1440)
    968. juice (score=0.1437)
    969. bodge (score=0.1436)
    970. gwine (score=0.1436)
    971. rifle (score=0.1436)
    972. tardy (score=0.1435)
    973. sward (score=0.1435)
    974. lucre (score=0.1435)
    975. triad (score=0.1434)
    976. grant (score=0.1433)
    977. ready (score=0.1432)
    978. salon (score=0.1429)
    979. lithe (score=0.1429)
